PMID,PMCID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,NIHMS ID,Open Source?,DOI,Is this DTI?,"Which imaging modality was used? e.g electroencephalogram (EEG), Positron emission tomography (PET), Anatomical MRI, fMRI, diffusion MRI (dMRI) etc",Is this a single study or a review?,Human study or not?,"Does this study dementia, alzheimers, or related disease? 
",Which one?,What tracts were studied?,"How are results presented? T-tests, beta effect sizes, ANOVA, Chi test, regression etc","What analysis software libraries are being used e.g dipy.org, fsl, freesurfer, PRIDE ..?","What was the diffusion measure e.g Fractional Anisotropy (FA), Mean Diffusivity (MD), Axial diffusivity (AD), Radial diffusivity (RD)?","Were increases or decreases in WM integrity reported relative to the disease population? Eg: AD> HC= RD increase (Corpus Callosum, Cingulum) , AD<HC = FA decreases (cingulum). If Column T is NA enter NA here. (What it means, comparing Alzheimer's disease with Health Control, there was increase in Radial diffusivity in the Corpus Callosum and Cingulum white matter tracts, etc).",Group Difference Explored e.g AD (Alzheimer) vs HC (Health Control)?,"Brain Template/ Space e.g MNI, JHU","Do they present results using x,y,z coordinates?",Other notes
31227891,,"Structural integrity in subjective cognitive decline, mild cognitive impairment and Alzheimer's disease based on multicenter diffusion tensor imaging","Brueggen K, Dyrba M, Cardenas-Blanco A, Schneider A, Fliessbach K, Buerger K, Janowitz D, Peters O, Menne F, Priller J, Spruth E, Wiltfang J, Vukovich R, Laske C, Buchmann M, Wagner M, Röske S, Spottke A, Rudolph J, Metzger CD, Kilimann I, Dobisch L, Düzel E, Jessen F, Teipel SJ; DELCODE Study Group.",J Neurol. 2019 Oct;266(10):2465-2474. doi: 10.1007/s00415-019-09429-3. Epub 2019 Jun 21.,Brueggen K,J Neurol,2019,6/23/19,,,10.1007/s00415-019-09429-3,yes,dMRI,Single study,yes,yes,"Alzheimers Disease, Mild Cognitive Impairment, subjective cognitive decline","Corona Radiata, Cingulum, Corpus Callosum - Splenium, Superior Longitudinal Fasciculus, Sagittal Stratum, Anterior Thalamic Radiation, Posterior Thalamic Radiation, Inferior Fronto-Occipital Fasciculus, Inferior Longitudinal Fasciculus","cross-validated elastic-net penalized regression; variance analyses, two sample t-test","FSL, DTIfit","FA, MD, MO(?)","SCD: decreased MO/FA in anterior corona radiata, superior/inferior LF, cingulum, splenium of CC vs. HC, and increased MD in superior/inferior LF, cingulum and superior corona radiata vs. HC.  AD and MCI: Increased MD and decreased FA/MO in corpus callosum and temporal WM",yes - MCI vs AD vs SCdD vs HC,"MNI, John Hopkins University-International Consortium of Brain Mapping (JHU-ICBM) DTI atlas",no,
32808747,PMC8102202,Small vessel disease more than Alzheimer's disease determines diffusion MRI alterations in memory clinic patients,"Finsterwalder S, Vlegels N, Gesierich B, Araque Caballero MÁ, Weaver NA, Franzmeier N, Georgakis MK, Konieczny MJ, Koek HL; Dominantly Inherited Alzheimer Network (DIAN); Karch CM, Graff-Radford NR, Salloway S, Oh H, Allegri RF, Chhatwal JP; DELCODE study group; Jessen F, Düzel E, Dobisch L, Metzger C, Peters O, Incesoy EI, Priller J, Spruth EJ, Schneider A, Fließbach K, Buerger K, Janowitz D, Teipel SJ, Kilimann I, Laske C, Buchmann M, Heneka MT, Brosseron F, Spottke A, Roy N, Ertl-Wagner B, Scheffler K; Alzheimer's Disease Neuroimaging Initiative (ADNI); Utrecht VCI study group; Seo SW, Kim Y, Na DL, Kim HJ, Jang H, Ewers M, Levin J, Schmidt R, Pasternak O, Dichgans M, Biessels GJ, Duering M.",Alzheimers Dement. 2020 nov;16(11):1504-1514. doi: 10.1002/alz.12150. Epub 2020 Aug 18.,Finsterwalder S,Alzheimers Dement,2020,8/19/20,NIHMS1697447,no,10.1002/alz.12150,yes,"dMRI, PET",Single study,yes,yes,"Alzheimers Disease, Cerebral Small Vessel Disease (SVD)",Global,Multivariate regression analyses,"Rstudio, FSL","FA, MD,","SVD markers strongly associated with diffusion measures, showed a higher contribution than AD biomarkers in multivariable analysis",yes - AD vs SVD,N/A,no,determined the contribution of AD and SVD to diffusion alterations.
19100839,PMC2782417,Decreased white matter integrity in late-myelinating fiber pathways in Alzheimer's disease supports retrogenesis,"Stricker NH, Schweinsburg BC, Delano-Wood L, Wierenga CE, Bangen KJ, Haaland KY, Frank LR, Salmon DP, Bondi MW.",Neuroimage. 2009 Mar 1;45(1):10-6. doi: 10.1016/j.neuroimage.2008.11.027. Epub 2008 Dec 6.,Stricker NH,Neuroimage,2009,12/23/08,NIHMS131343,no,10.1016/j.neuroimage.2008.11.027,yes,dMRI,Single study,yes,yes,Alzheimers Disease,"Posterior Limb Of Internal Capsule, Cerebral Peduncle, Inferior Longitudinal Fasciculus, Superior Longitudinal Fasciculus, Uncinate Fasciculus, Fornix, Stria Terminalis, Cingulum, Corpus Callosum - Splenium, Forceps Major, Internal Capsule, Corona Radiata","TBSS analysis, ANOVA, ANCOVA",FSL,"FA, DA, DR",AD: lower FA and increased RD in the ILF vs HC.,yes - AD vs HC,"MNI, JHU",no,Looked at Cerebral Peduncle (more general)
23876242,,"Relationship between excitability, plasticity and thickness of the motor cortex in older adults","List J, Kübke JC, Lindenberg R, Külzow N, Kerti L, Witte V, Flöel A.",Neuroimage. 2013 Dec;83:809-16. doi: 10.1016/j.neuroimage.2013.07.033. Epub 2013 Jul 19.,List J,Neuroimage,2013,7/24/13,,,10.1016/j.neuroimage.2013.07.033,no,"MRI, TMS",Single study,yes,no,,Na,Multivariate regression analyses,"Freesurfer , FSL,",FA,inverse correlation between cortical excitability and learning ability,no - all HC,Population-specific template,no,
29923666,PMC6866429,Regional structural hypo- and hyperconnectivity of frontal-striatal and frontal-thalamic pathways in behavioral variant frontotemporal dementia,"Jakabek D, Power BD, Macfarlane MD, Walterfang M, Velakoulis D, van Westen D, Lätt J, Nilsson M, Looi JCL, Santillo AF.",Hum Brain Mapp. 2018 Oct;39(10):4083-4093. doi: 10.1002/hbm.24233. Epub 2018 Jun 20.,Jakabek D,Hum Brain Mapp,2018,6/21/18,,no,10.1002/hbm.24233,yes,dMRI,Single study,yes,yes,bvFTD,Anterior Thalamic Radiation,"Independent t-test, Mann–Whitney U test, Chi‐squared tests","FSL, SPSS, Freesurfer, ANALYZE,","DA, AD, RD, MD","Smaller volumes were observed in bvFTD compared with controls for both cortical regions (frontal) and subcortical structures (striatum, thalamus), with decreased FA, and increased AD, RD, and MD noted across all tracts and indices vs. HC",yes - bvFTD vs HC,MNI,no,frontal–striatal and frontal–thalamic pathways
22384251,PMC3285682,Using support vector machines with multiple indices of diffusion for automated classification of mild cognitive impairment,"O'Dwyer L, Lamberton F, Bokde AL, Ewers M, Faluyi YO, Tanner C, Mazoyer B, O'Neill D, Bartley M, Collins DR, Coughlan T, Prvulovic D, Hampel H.",PLoS One. 2012;7(2):e32441. doi: 10.1371/journal.pone.0032441. Epub 2012 Feb 23.,O'Dwyer L,PLoS One,2012,3/3/12,,yes,10.1371/journal.pone.0032441,yes,dMRI,Single study,yes,yes,Mild Cognitive Impairment,"Superior Longitudinal Fasciculus, Forceps Major, (Anterior) Cingulum Bundle, Cingulum","TBSS analysis, ANOVA, Tukey test","FSL, DTIFIT, WEKA","FA, MD, DA, DR","higher FA values in controls relative to MCI, lower DR values for controls relative to MCI",yes - MCI vs HC,Population-specific template,no,
17200485,PMC1941719,Diffusion tensor imaging of cingulum fibers in mild cognitive impairment and Alzheimer disease,"Zhang Y, Schuff N, Jahng GH, Bayne W, Mori S, Schad L, Mueller S, Du AT, Kramer JH, Yaffe K, Chui H, Jagust WJ, Miller BL, Weiner MW.",Neurology. 2007 Jan 2;68(1):13-9. doi: 10.1212/01.wnl.0000250326.77323.01.,Zhang Y,Neurology,2007,1/4/07,NIHMS17057,no,10.1212/01.wnl.0000250326.77323.01,yes,dMRI,Single study,yes,yes,"Mild Cognitive Impairment, Alzheimers Disease","Cingulum, Posterior Cingulate, Corpus Callosum - Splenium, Parahippocampal Cingulum, Corpus Callosum - Genu","ANOVA, Chi-square,",DTIstudioV2 software,"FA, MD, AD","FA of the cingulum fibers was significantly reduced in MCI, reduced even more in AD (vs HC.). FA significantly reduced in splenium of the CC in AD, but not in MCI (vs HC).",yes - MCI vs AD vs HC,native space,no,
23613774,PMC3632543,Mechanisms of cognitive impairment in cerebral small vessel disease: multimodal MRI results from the St George's cognition and neuroimaging in stroke (SCANS) study,"Lawrence AJ, Patel B, Morris RG, MacKinnon AD, Rich PM, Barrick TR, Markus HS.",PLoS One. 2013 Apr 22;8(4):e61014. doi: 10.1371/journal.pone.0061014. Print 2013.,Lawrence AJ,PLoS One,2013,4/25/13,,yes,10.1371/journal.pone.0061014,yes,dMRI,Single study,yes,yes,Cerebral Small Vessel Disease (SVD),Global,"ANOVA, regression, Histogram analysis","FSL, Rstudio,","FA, MD, AD and RD","FA was lower in SVD cases compared with controls, MD was higher in SVD cases compared with controls",yes - SVD vs HC,Population-specific template,no,
21841260,,"Multimodal imaging in diagnosis of Alzheimer's disease and amnestic mild cognitive impairment: value of magnetic resonance spectroscopy, perfusion, and diffusion tensor imaging of the posterior cingulate region","Zimny A, Szewczyk P, Trypka E, Wojtynska R, noga L, Leszek J, Sasiadek M.",J Alzheimers Dis. 2011;27(3):591-601. doi: 10.3233/JAD-2011-110254.,Zimny A,J Alzheimers Dis,2011,8/16/11,,,10.3233/JAD-2011-110254,yes,dMRI,Single study,yes,yes,"Mild Cognitive Impairment, Alzheimers Disease",Posterior Cingulate,N/A,N/A,FA,AD patients showed significant abnormalities in all evaluated parameters while subjects with MCI showed only perfusion and diffusion changes in the posterior cingulate area.,yes - MCI vs AD vs HC,N/A,no,"Can't access - based on abstract. Comparing spectroscopy (MRS), perfusion weighted imaging (PWI), and diffusion tensor imaging (DTI) methods"
21168157,,Comparison of diffusion tensor imaging and voxel-based morphometry to detect white matter damage in Alzheimer's disease,"Yoon B, Shim YS, Hong YJ, Koo BB, Kim YD, Lee KO, Yang DW.",J Neurol Sci. 2011 Mar 15;302(1-2):89-95. doi: 10.1016/j.jns.2010.11.012. Epub 2010 Dec 17.,Yoon B,J Neurol Sci,2011,12/21/10,,,10.1016/j.jns.2010.11.012,yes,dMRI,Single study,yes,yes,Alzheimers Disease,"Corpus Callosum - Splenium, Cingulum, Parahippocampal Cingulum, Posterior Cingulate, Global","two-sample t-test, Kruskal–Wallis test, statistical parametric mapping (SPM), Mann–Whitney U-test, Chi-square","SPSS, MRIcro, MATLAB, SPM2,",FA,"AD: decreased WM volume in left medial temporal region near hippocampus, parahippocampal gyrus, and left splenium of the corpus callosum vs. HC",yes - AD vs HC,SPM T1 template,yes,
24121958,,"Relationship among diffusion tensor imaging, EEG activity, and cognitive status in mild cognitive impairment and Alzheimer's disease patients","Scrascia F, Curcio G, Ursini F, Trotta L, Quintiliani L, Migliore S, Altamura C, Pitocco F, Altavilla R, Melgari JM, Quattrocchi CC, Vernieri F.",J Alzheimers Dis. 2014;38(4):939-50. doi: 10.3233/JAD-130788.,Scrascia F,J Alzheimers Dis,2014,10/15/13,,,10.3233/JAD-130788,yes,"dMRI, EEG",Single study,yes,yes,"Alzheimers Disease, Mild Cognitive Impairment","Corpus Callosum - Genu, Anterior Corpus Callosum, Corpus Callosum - Splenium",N/A,N/A,FA,progressive decrease of FA from controls to patients in frontal areas and in the corpus callosum (genu),yes - MCI vs AD vs HC,N/A,no,Can't access - based on abstract.
33661150,,Diffuse Tract Damage Correlates With Global Cognitive Impairment in Cerebral Autosomal Dominant Arteriopathy With Subcortical Infarcts and Leukoencephalopathy: A Tract-Based Spatial Statistics Study,"Zhang Q, Wang D, Wu S, Ren Y, Li Y, Zhang J, Feng X.",J Comput Assist Tomogr. 2021 Mar-Apr 01;45(2):285-293. doi: 10.1097/RCT.0000000000001129.,Zhang Q,J Comput Assist Tomogr,2021,3/4/21,,,10.1097/RCT.0000000000001129,yes,dMRI,Single study,yes,yes,CADASIL,"Superior Longitudinal Fasciculus, Inferior Longitudinal Fasciculus, Global, Inferior Fronto-Occipital Fasciculus, Corpus Callosum, Uncinate Fasciculus, Internal Capsule, External Capsule, Corona Radiata, Cingulum, Thalamic Radiation",TBSS,N/A,"FA, MO, MD, AD, RD","CADASIL: decreased FA/MO, increased RD/AD/MD (temporal, inferior and superior longitudinal fasciculus, inferior fronto-occipital fasciculus, corpus callosum, uncinate fasciculus, internal capsule, external capsule, corona radiata, thalamic radiation, and cingulum) vs. HC",yes - CADASIL vs HC,N/A,no,Can't access - based on abstract. Studies cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy (CADASIL)
15178944,,MRI with diffusion tensor imaging post-mortem at 3.0 T in a patient with frontotemporal dementia,"Larsson EM, Englund E, Sjöbeck M, Lätt J, Brockstedt S.",Dement Geriatr Cogn Disord. 2004;17(4):316-9. doi: 10.1159/000077162.,Larsson EM,Dement Geriatr Cogn Disord,2004,6/5/04,,,10.1159/000077162,yes,"dMRI, MRI",Single study,yes,yes,Frontal Temporal Dementia,Na,N/A,N/A,N/A,Frontotemporal atrophy as well as bilateral frontal white matter abnormalities were seen.,no - one patient,N/A,no,Can't access - based on abstract. Post-mortem study
23787190,,"Diffusion tensor imaging measures of normal appearing white matter in patients who are aging, or have amnestic mild cognitive impairment, or Alzheimer's disease","Wang JH, Lv PY, Wang HB, Li ZL, Li N, Sun ZY, Zhao BH, Huang Y.",J Clin Neurosci. 2013 Aug;20(8):1089-94. doi: 10.1016/j.jocn.2012.09.025. Epub 2013 Jun 17.,Wang JH,J Clin Neurosci,2013,6/22/13,,,10.1016/j.jocn.2012.09.025,yes,dMRI,Single study,yes,yes,"Alzheimers Disease, Mild Cognitive Impairment","Corpus Callosum - Splenium, Posterior Cingulate, Posterior Limb Of Internal Capsule, Internal Capsule","ANOVA, Stepwise linear regression analysis","IBM-SPSS, Functool2, Statistical Package for the Social Sciences (SPSS)","FA, MD",AD: Decrease in FA and increase in MD in multiple cortical regions vs HC. MD values in posterior region of corpus callosum in MCI differed from early AD. Significant reductions of FA values in the NAWM of the parietal lobe observed in MCI vs HC.,yes - HC vs MCI vs AD,Population-specific template,no,
26988810,PMC4983498,A Diffusion Tensor Imaging Study on White Matter Abnormalities in Patients with Type 2 Diabetes Using Tract-Based Spatial Statistics,"Xiong Y, Sui Y, Xu Z, Zhang Q, Karaman MM, Cai K, Anderson TM, Zhu W, Wang J, Zhou XJ.",AJNR Am J Neuroradiol. 2016 Aug;37(8):1462-9. doi: 10.3174/ajnr.A4740. Epub 2016 Mar 17.,Xiong Y,AJNR Am J Neuroradiol,2016,3/19/16,NIHMS753994,no,10.3174/ajnr.A4740,yes,dMRI,Single study,yes,yes,Mild Cognitive Impairment,"Hippocampal Cingulum, Internal Capsule, External Capsule, Corona Radiata, Corpus Callosum - Genu, Corpus Callosum - Splenium, Body Of Corpus Callosum, Posterior Thalamic Radiation, Optic Radiation, Retrolenticular Part Of Internal Capsule, Sagittal Stratum, Inferior Longitudinal Fasciculus, Inferior Fronto-Occipital Fasciculus, Cerebellar Peduncle, Corticospinal Tract, Middle Cerebellar Peduncle, Pontine Crossing Tract",TBSS analysis,"FSL, SPSS","FA, MD, AD, RD","MCI:  decreased fractional anisotropy and increased mean diffusivity vs. HC (FA differences in the left anterior limb of the internal capsule, right and left anterior corona radiata, left posterior thalamic radiation, and right and left cingulum (hippocampus), and MD differences in the left retrolenticular part of internal capsule, left superior corona radiata, and right sagittal striatum).",yes - HC vs MCI (all with T2 diabetes),JHU,no,All participants had type 2 diabetes
28764771,PMC5539622,Sensitivity of restriction spectrum imaging to memory and neuropathology in Alzheimer's disease,"Reas ET, Hagler DJ Jr, White NS, Kuperman JM, Bartsch H, Cross K, Loi RQ, Balachandra AR, Meloy MJ, Wierenga CE, Galasko D, Brewer JB, Dale AM, McEvoy LK.",Alzheimers Res Ther. 2017 Aug 2;9(1):55. doi: 10.1186/s13195-017-0281-7.,Reas ET,Alzheimers Res Ther,2017,8/3/17,,yes,10.1186/s13195-017-0281-7,yes,"MRI (neurite density (ND) and isotropic free water (IF)), dMRI",Single study,yes,yes,"Alzheimers Disease, Mild Cognitive Impairment","Parahippocampal Cingulum, Uncinate Fasciculus, Fornix, Inferior Longitudinal Fasciculus, Inferior Fronto-Occipital Fasciculus, Arcuate Fasciculus","LDA, TBSS, two-sample t test, SI regression, Pearson's correlations,","SPSS, Freesurfer, AtlasTrak,","FA, MD",ND and FA in the arcuate fasciculus and entorhinal cortex IF most strongly predicted recall performance. more widespread increases in MD than IF for AD participants.,yes - MCI vs AD vs HC,Native,no,primarily MRI (DTI used for comparison)
28754095,PMC5534111,Comparison of neuropsychiatric symptoms and diffusion tensor imaging correlates among patients with subcortical ischemic vascular disease and Alzheimer's disease,"Tu MC, Huang WH, Hsu YH, Lo CP, Deng JF, Huang CF.",BMC Neurol. 2017 Jul 28;17(1):144. doi: 10.1186/s12883-017-0911-5.,Tu MC,BMC Neurol,2017,7/30/17,,yes,10.1186/s12883-017-0911-5,yes,dMRI,Single study,yes,yes,"SVID, Alzheimers Disease","Corpus Callosum, Corpus Callosum - Genu, Corpus Callosum - Splenium, Superior Longitudinal Fasciculus, Anterior Thalamic Radiation, Forceps Minor, Uncinate Fasciculus, Forceps Major, Inferior Longitudinal Fasciculus","Partial correlation analysis, t-test, chi-square test",SPSS,"FA, MD",FA in splenium inversely correlated with total NPI score and psychosis domain. FA value left superior longitudinal fasciculus - hyperactivity domain. MD value splenium/left uncinate fasciculus and FA value within the genu/left forceps major - psychosis domain. MD value within the right superior longitudinal fasciculus and dementia rating - apathy domain.,yes - SIVD vs AD,Population-specific template,no,
33393804,PMC8363027,Neural correlates of daily function: A pilot study of the white matter retrogenesis hypothesis and three separate performance-based functional assessments,"Medina LD, Heffernan K, Holden S, Simpson A, Bettcher BM.",Neuropsychology. 2021 Jan;35(1):103-110. doi: 10.1037/neu0000649.,Medina LD,Neuropsychology,2021,1/4/21,NIHMS1727704,no,10.1037/neu0000649,yes,dMRI,Single study,yes,yes,Mild Cognitive Impairment,"Inferior Cerebellar Peduncle, Superior Cerebellar Peduncle, Internal Capsule, Retrolenticular Part Of Internal Capsule, Superior Fronto-Occipital Fasciculus, Corpus Callosum - Genu, Corpus Callosum - Splenium, Body Of Corpus Callosum, Uncinate Fasciculus, Fornix",Linear regression analysis,"FSL,DTIFIT,SPSS",FA,Better performance on medication management was associated with higher mean FA on late-myselinating fibers composite,yes - MCI vs HC,JHU,no,late-myelinated white matter tracts
33314416,,Altered Regional Brain Homogeneity of BOLD Signal in CADASIL: A Resting State fMRI Study,"Orsolini S, Marzi C, Gavazzi G, Bianchi A, Salvadori E, Giannelli M, Donnini I, Rinnoci V, Pescini F, Pantoni L, Mascalchi M, Diciotti S.",J Neuroimaging. 2021 Mar;31(2):348-355. doi: 10.1111/jon.12821. Epub 2020 Dec 13.,Orsolini S,J Neuroimaging,2021,12/14/20,,,10.1111/jon.12821,yes,"dMRI, fMRI",Single study,yes,no,CADASIL,Na,between-group analysis,"CAMINO, FSL, MATLAB","MD, regional homogeneity (ReHo)","CADASIL significantly lower regional homogeneity fMRI values in networks involved in inhibition and attention (insula, frontal gyrus, anterior cingulate cortex) vs. HC",yes - CADASIL vs HC,MNI,no,
30461106,,Diffusion Tensor Imaging of the Superior Thalamic Radiation and Cerebrospinal Fluid Distribution in Idiopathic normal Pressure Hydrocephalus,"Younes K, Hasan KM, Kamali A, McGough CE, Keser Z, Hasan O, Melicher T, Kramer LA, Schulz PE; Alzheimer's Disease Neuroimaging Initiative Researchers.",J Neuroimaging. 2019 Mar;29(2):242-251. doi: 10.1111/jon.12581. Epub 2018 nov 20.,Younes K,J Neuroimaging,2019,11/22/18,,,10.1111/jon.12581,yes,dMRI,Single study,yes,yes,"Alzheimers Disease, Idiopathic Normal Pressure Hydrocephalus (INPH)","Superior Thalamic Radiation, Corticospinal Tract, Dentatothalamic Tract","unpaired t-test, spearman correlation analysis","SPSS, MATLAB, MRI Cloud, DTI Studio","FA, MD, AD, RD",Combining increased MD of the superior thalamic radiation with ventricular volume resulted in clear separation of iNPH from the AD and age-matched healthy subject groups.,yes - INPH vs AD vs HC,JHU,no,
24990445,,A study of structural and functional connectivity in early Alzheimer's disease using rest fMRI and diffusion tensor imaging,"Balachandar R, John JP, Saini J, Kumar KJ, Joshi H, Sadanand S, Aiyappan S, Sivakumar PT, Loganathan S, Varghese M, Bharath S.",Int J Geriatr Psychiatry. 2015 May;30(5):497-504. doi: 10.1002/gps.4168. Epub 2014 Jul 3.,Balachandar R,Int J Geriatr Psychiatry,2015,7/4/14,,,10.1002/gps.4168,yes,"dMRI, fMRI",Single study,yes,yes,Alzheimers Disease,Global,"TBSS analysis, Mann–Whitney U-test, Shapiro–Wilk, Bonferroni test, CHi-square test","FSL, R Statistics,","FA, FC",AD had significantly lower FC (putamen of thalamic network) increased FC within executive network. AD scored significantly lower in all domains of cognition compared with HC. FA did not significantly differ between groups.,yes - AD vs HC,MNI,yes,
19913331,,Diffusion tensor imaging and tract-based spatial statistics in Alzheimer's disease and mild cognitive impairment,"Liu Y, Spulber G, Lehtimäki KK, Könönen M, Hallikainen I, Gröhn H, Kivipelto M, Hallikainen M, Vanninen R, Soininen H.",Neurobiol Aging. 2011 Sep;32(9):1558-71. doi: 10.1016/j.neurobiolaging.2009.10.006. Epub 2009 nov 12.,Liu Y,Neurobiol Aging,2011,11/17/09,,,10.1016/j.neurobiolaging.2009.10.006,yes,dMRI,Single study,yes,yes,"Mild Cognitive Impairment, Alzheimers Disease","Parahippocampal Cingulum, Cingulum, Uncinate Fasciculus, Superior Longitudinal Fasciculus, Inferior Longitudinal Fasciculus, Corpus Callosum, Fornix, Cerebellar Peduncle, Corpus Callosum - Genu, Corpus Callosum - Splenium, Body Of Corpus Callosum","Voxel-based analysis with TBSS, ANOVA, Chi-square","FSL SPSS, DTIFIT",FA,"Decreased FA in AD patients relative to controls (parahippocampal white matter, cingulum, uncinate fasciculus, inferior and superior longitudinal fasciculus, corpus callosum, fornix, tracts in brain stem, cerebellar tracts), FA values of MCI patients were found in between the controls and AD patients.",yes - MCI vs AD vs HC,Native,no,
24251793,,Use of diffusion tensor imaging for evaluating changes in the microstructural integrity of white matter over 3 years in patients with amnesic-type mild cognitive impairment converting to Alzheimer's disease,"Fu JL, Liu Y, Li YM, Chang C, Li WB.",J Neuroimaging. 2014 Jul-Aug;24(4):343-8. doi: 10.1111/jon.12061. Epub 2013 nov 19.,Fu JL,J Neuroimaging,2014,11/21/13,,,10.1111/jon.12061,yes,"dMRI, MRI",Single study,yes,yes,Mild Cognitive Impairment,"Superior Longitudinal Fasciculus, Corpus Callosum - Genu, Cingulate Cingulum, Corpus Callosum - Splenium","T-test, non-paired t-test, Mann-Whitney test,","SPSS, FiberTrak,",FA,"MCI subjects had lower fractional anisotropy (FA) values in the cingulate fasciculus (CF) vs. HC. AD converters showed lower FA values in anterior frontal lobe, temporal lobe, hippocampus, inferior fronto-occipital fascicles, corpus callosum genu and CF, and higher diffusion values in the temporal lobe and hippocampus.",yes - MCI vs HC,Standard atlases (not specified),no,
27861154,PMC5346640,Presence of lacunar infarctions is associated with the spatial navigation impairment in patients with mild cognitive impairment: a DTI study,"Wu YF, Wu WB, Liu QP, He WW, Ding H, Nedelska Z, Hort J, Zhang B, Xu Y.",Oncotarget. 2016 nov 29;7(48):78310-78319. doi: 10.18632/oncotarget.13409.,Wu YF,Oncotarget,2016,11/19/16,,yes,10.18632/oncotarget.13409,yes,dMRI,Single study,yes,yes,Mild Cognitive Impairment,"Thalamic Radiation, Sagittal Stratum, External Capsule, Cingulate Cingulum, Cingulum (Hippocampus), Inferior Fronto-Occipital Fasciculus, Uncinate Fasciculus, Anterior Thalamic Radiation, Corticospinal Tract, Inferior Longitudinal Fasciculus","T-test, ANOVA, Chi-square","PANDA, FSL, SPSS,","FA, MD","FA in LI-MCI group lower than LI-Non MCI and CN groups (left retrolenticular, left posterior thalamic radiation, left sagittal stratum, right external capsule, left cingulated gyrus, left hippocampus, left inferior fronto-occipital fasciculus, right inferior fronto-occipital fasciculus, left uncinate fasciculus, right uncinate fasciculus, right anterior thalamic radiation, right corticospinal tract, left inferior longitudinal fasciculus). MD higher in LI-NonMCI in same regions as FA compared with other two groups (right inferior fronto-occipital fasciculus, right uncinate fasciculus).",yes - MCI vs non-MCI vs HC (all Lacunar cerebral infarction (LI)),ICBM template,no,all subjects had lacunar cerebral infarction (LI)
25444597,PMC4283487,Diffusion weighted imaging-based maximum density path analysis and classification of Alzheimer's disease,"Nir TM, Villalon-Reina JE, Prasad G, Jahanshad N, Joshi SH, Toga AW, Bernstein MA, Jack CR Jr, Weiner MW, Thompson PM; Alzheimer's Disease Neuroimaging Initiative (ADNI).",Neurobiol Aging. 2015 Jan;36 Suppl 1(0 1):S132-40. doi: 10.1016/j.neurobiolaging.2014.05.037. Epub 2014 Aug 27.,Nir TM,Neurobiol Aging,2015,12/3/14,NIHMS650205,no,10.1016/j.neurobiolaging.2014.05.037,yes,dMRI,Single study,yes,yes,"Alzheimers Disease, Mild Cognitive Impairment","Uncinate Fasciculus, Superior Longitudinal Fasciculus, Inferior Longitudinal Fasciculus, Cingulate Cingulum, Hippocampal Cingulum, Cingulum, Corpus Callosum",pointwise linear regressions,"FSL, ADNI, Freesurfer, MATLAB,","FA, MD",AD patients showed lower FA and higher MD compared to HC throughout commissural and long association fibers. Higher MD in MCI vs HC in posterior/temporal lobe tracts.,yes - MCI vs AD vs HC,"MNI, JHU",no,
23063453,,APOE e4 polymorphism in young adults is associated with improved attention and indexed by distinct neural signatures,"Rusted JM, Evans SL, King SL, Dowell N, Tabet N, Tofts PS.",Neuroimage. 2013 Jan 15;65:364-73. doi: 10.1016/j.neuroimage.2012.10.010. Epub 2012 Oct 11.,Rusted JM,Neuroimage,2013,10/16/12,,,10.1016/j.neuroimage.2012.10.010,yes,"MRI, fMRI, dMRI",Single study,yes,no,,Na,"ANOVA, t-tests, Pearson correlations","SPM8, FSL","FA, MD",Mean RT across all trials correlated with the structural measure in e4 + only,yes -  e4 carriers (e4 +) vs non-e4 carriers (e4 −),MNI,yes,investigated e4 allele
29758374,PMC6008234,Age and Alzheimer's pathology disrupt default mode network functioning via alterations in white matter microstructure but not hyperintensities,"Brown CA, Jiang Y, Smith CD, Gold BT.",Cortex. 2018 Jul;104:58-74. doi: 10.1016/j.cortex.2018.04.006. Epub 2018 Apr 19.,Brown CA,Cortex,2018,5/15/18,NIHMS967412,no,10.1016/j.cortex.2018.04.006,yes,"dMRI, fMRI",Single study,yes,no,,"Superior Longitudinal Fasciculus, Fornix, Cingulum, Inferior Longitudinal Fasciculus, Corpus Callosum - Genu, Corpus Callosum - Splenium","Paired t-tests, Linear regressions, ANOVA,","E-Prime, FSL, FEAT, BEDPOSTX, PROBTRACKX2, FLIRT, SPSS 23",FA,FA in all DMN-WM was lower than FA in DMN-naWM. DMN-WMH volume was correlated with FA in all DMN-WM but not with FA in DMN-naWM,no - all HC (but DNM-WM vs DNM-naWM explored),MNI,no,DMN - default mode network
39265269,,Comparing the imaging characteristics of middle-aged patients with multiple sclerosis and CADASIL: A retrospective cross-sectional study,"Hung K, Chen CH, Wu WC, Su JJ, Chen YF, Tang SC.",Mult Scler Relat Disord. 2024 nov;91:105856. doi: 10.1016/j.msard.2024.105856. Epub 2024 Sep 3.,Hung K,Mult Scler Relat Disord,2024,9/12/24,,,10.1016/j.msard.2024.105856,yes,dMRI,Single study,yes,yes,CADASIL,"External Capsule, Corpus Callosum, Corpus Callosum - Splenium, Body Of Corpus Callosum, Corpus Callosum - Genu","T-tests, Chi-square, Pearson's correlation analysis","Statistical Parametric Mapping software, IBM SPSS,","MD/ADC, FA,",CADASIL had higher MD and lower FA in the splenium of the corpus callosum vs MS,yes - CADASIL vs MS,Population-specific template,no,
